id,_title,_description,keywords,_circa,_date created,_material,_width,_height,_depicts,year,_Lat,_Lon
014AM012029,Praia de Botafogo,,Augusto Malta,1910 – 1910,,FOTOGRAFIA/ Papel,23.9 cm,17.9 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q894624"">Botafogo (Bairro)</a>",1910,,
014AM012030,Rua Santa Luzia,,Augusto Malta,,"March 19, 1915",FOTOGRAFIA/ Papel,23.8 cm,17.2 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q2946148"">Centro</a>",1915,,
014AM012031,Rua dos Arcos,,Augusto Malta,1903 – 1910,,FOTOGRAFIA/ Papel,24.0 cm,18.1 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q522559"">Lapa, Rio de Janeiro</a>",1906,,
014AM012032,Fachada da Casa Colombo,,Augusto Malta,,"November 18, 1926",FOTOGRAFIA/ Papel,18.2 cm,24.0 cm,,1926,,
014AM012033,Avenida Rio Branco (antiga Avenida Central),,Augusto Malta,,"March 28, 1925",FOTOGRAFIA/ Papel,23.4 cm,17.3 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q2946148"">Centro</a>",1925,,
014AM012034,Fachada do Teatro Municipal,,Augusto Malta,1905 – 1915,,FOTOGRAFIA/ Papel,23.5 cm,17.7 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q579694"">Cinelândia</a>",1910,,
014AM012035,Bonde na rua do Catete,,Augusto Malta,1915 – 1925,,FOTOGRAFIA/ Papel,23.4 cm,17.6 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q991717"">Bairro do Catete</a>",1920,,
014AM012036,Praça Duque de Caxias,,Augusto Malta,1905 – 1915,,FOTOGRAFIA/ Papel,23.1 cm,17.3 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q10316374"">Largo do Machado</a>",1910,,
014AM012037,"Praça Vinte e Oito de Setembro, atual Praça Mauá",,Augusto Malta,1910 – 1920,,FOTOGRAFIA/ Papel,23.9 cm,18.0 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q2946148"">Centro</a>",1915,,
014AM012038,Mercado de Flores,,Augusto Malta,1915 – 1925,,FOTOGRAFIA/ Papel,24.0 cm,18.1 cm,,1920,,
014AM012040,Rua das Marrecas,,Augusto Malta,1905 – 1915,,FOTOGRAFIA/ Papel,23.3 cm,17.3 cm,,1910,,
014AM012041,"Cadeia Velha, que deu lugar ao atual Palácio Tiradentes, sede da Assembleia Legislativa do Estado","A Cadeia Velha notabilizou-se por ser a sede da Assembléia Constituinte e da Câmara dos Deputados, no Império, e da Câmara dos Deputados, durante as primeiras décadas da República. Foi demolida em 1922 para dar lugar à construção de um novo edifício-sede, mais imponente, para a Câmara dos Deputados: o Palácio Tiradentes.",Augusto Malta,,"September 1, 1919",FOTOGRAFIA/ Papel,24.1 cm,18.1 cm,,1919,,
014AM012042,"Praia de Botafogo, com igreja Nossa Senhora da Conceição ao fundo","Escultura ""Crepúsculo""  em primeiro plano, inaugurada em 1906 para ornar o jardim criado pelo prefeito Pereira Passos.",Augusto Malta,1910 – 1920,,FOTOGRAFIA/ Papel,23.0 cm,17.2 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q894624"">Botafogo (Bairro)</a>",1915,,
014AM012043,Monumento em homenagem a Duque de Caxias,,Augusto Malta,1900 – 1910,,FOTOGRAFIA/ Papel,17.7 cm,23.3 cm,,1905,,
014AM012044,Rua do Senado,,Augusto Malta,,"January 26, 1929",FOTOGRAFIA/ Papel,23.2 cm,17.4 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q2946148"">Centro</a>",1929,,
014AM012045,"Vista da Avenida Passos com o Teatro São Pedro de Alcântara, atual Teatro João Caetano",,Augusto Malta,1915 – 1925,,FOTOGRAFIA/ Papel,24 cm,18 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q2946148"">Centro</a>",1920,,
014AM012047,"Rua do Hospício, atual rua Buenos Aires, no Centro",,Augusto Malta,1903 – 1909,,FOTOGRAFIA/ Papel,23.4 cm,17.8 cm,,1906,,
014AM012048,Vista Chinesa,,Augusto Malta,,1906,FOTOGRAFIA/ Papel,24.0 cm,18.0 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q14942956"">Tijuca Forest</a>",1906,,
014AM012051,"Bondes elétricos na rua Primeiro de Março, destaque para a Igreja Santa Cruz dos Militares",,Augusto Malta,1905 – 1920,,FOTOGRAFIA/ Papel,24.0 cm,18.1 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q2946148"">Centro</a>",1912,,
014AM012052,"Rua da Carioca, com destaque para a Loja de calçados Casa Atlas",,Augusto Malta,1910 – 1920,,FOTOGRAFIA/ Papel,17.5 cm,24.1 cm,,1915,,
014AM012054,Estátua de José Bonifácio,,Augusto Malta,1905 – 1915,,FOTOGRAFIA/ Papel,17.5 cm,23.1 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q12117134"">Largo São Francisco</a>",1910,,
014AM012055,Cais do Porto,,Augusto Malta,1925 – 1925,,FOTOGRAFIA/ Papel,23.2 cm,17.1 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q3951222"">Saúde</a>",1925,,
014AM012056,Praça Tiradentes,,Augusto Malta,,"March 5, 1929",FOTOGRAFIA/ Papel,23.2 cm,17.5 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q2946148"">Centro</a>",1929,,
014AM012058,Vista do Pão de Açúcar com o Palácio Monroe em primeiro plano,,Augusto Malta,1905 – 1915,,FOTOGRAFIA/ Papel,24.0 cm,18.2 cm,,1910,,
014AM012059,Bonde elétrico na praia de Botafogo,,Augusto Malta,1905 – 1915,,FOTOGRAFIA/ Papel,24.2 cm,18.3 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q894624"">Botafogo (Bairro)</a>",1910,,
014AM012060,"Palácio Tiradentes, atual Câmara dos Deputados e sede da Assembleia Legislativa do Estado",,Augusto Malta,1926 – 1931,,FOTOGRAFIA/ Papel,22.0 cm,15.2 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q10353359"">Praça XV de Novembro</a>",1928,,
014AM012061,Canteiro de obras próximo ao largo da Misericórdia,,Augusto Malta,,1921,FOTOGRAFIA/ Papel,24.0 cm,18.0 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q1274003"">Estação Central do Brasil</a>",1921,,
014AM012062,"Vista da rua Real Grandeza, cemitério São João Batista à direita e morro Santa Marta ao fundo",,Augusto Malta,1905 – 1915,,FOTOGRAFIA/ Papel,23.4 cm,17.4 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q894624"">Botafogo (Bairro)</a>",1910,,
014AM012063,Vista do Largo de São Francisco de Paula,,Augusto Malta,1910 – 1920,,FOTOGRAFIA/ Papel,23.9 cm,17.9 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q2946148"">Centro</a>",1915,,
014AM012064,Palácio Monroe,,Augusto Malta,1905 – 1915,,FOTOGRAFIA/ Papel,23.5 cm,17.0 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q2946148"">Centro</a>",1910,,
014AM012066,Esquina da Avenida Passos com a extinta rua de São Pedro,,Augusto Malta,1910 – 1920,,FOTOGRAFIA/ Papel,24.0 cm,18.0 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q2946148"">Centro</a>",1915,,
014AM012068,Morro de Santo Antônio visto da praça Tiradentes,,Augusto Malta,1915 – 1925,,FOTOGRAFIA/ Papel,23.1 cm,17.5 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q2946148"">Centro</a>",1920,,
014AM012069,Bonde circulando no bairro de Botafogo,,Augusto Malta,1915 – 1925,,FOTOGRAFIA/ Papel,24.0 cm,18.0 cm,,1920,,
014AM012071,Vista da Avenida Rio Branco em frente a sede do Jornal do Brasil,,Augusto Malta,1910 – 1920,,FOTOGRAFIA/ Papel,18.0 cm,24.0 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q2946148"">Centro</a>",1915,,
014AM012072,Cine Odeon,,Augusto Malta,1925 – 1935,,FOTOGRAFIA/ Papel,17.9 cm,23.9 cm,,1930,,
014AM014001,Cine Íris,"O Cine Íris foi fundado em outubro de 1909 como Cinematographo Soberano com a exibição de diversos filmes, dentre eles “A cidade das flores “ e “Lili Borboleta”. O nome da sala de cinema foi uma homenagem de seu fundador, João Cruz Junior, a um de seus cavalos. Localizado na rua da Carioca, no centro do Rio de Janeiro, em 1914, foi reformado por Jerônimo Cruz, filho do fundador, e passou a se chamar Íris Em 1982, foi tombado pelo Instituto do Patrimônio Histórico e Artístico Nacional. O prédio foi construído no estilo art-nouveau e seu interior é decorado com azulejaria e mármores portugueses, escadarias de ferro, lustres  e espelhos de cristais franceses.",Augusto Malta,,"December 11, 1921",FOTOGRAFIA/ Papel,17.2 cm,23.1 cm,,1921,,
014AM014002,"Cine Íris, na Rua da Carioca",,Augusto Malta,,"December 11, 1921",FOTOGRAFIA/ Papel,22.3 cm,17.2 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q2946148"">Centro</a>",1921,,
014AM015009,Competição de remo na enseada de Botafogo,,Augusto Malta,,"October 24, 1915",FOTOGRAFIA/ Papel,24.0 cm,11.8 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q894624"">Botafogo (Bairro)</a>",1915,,
014AM015010,Marinheiros em competição de remo na enseada de Botafogo,,Augusto Malta,,"October 19, 1919",FOTOGRAFIA/ Papel,17.1 cm,11.8 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q894624"">Botafogo (Bairro)</a>",1919,,
014AM015012,Padaria Mar e Terra,,Augusto Malta,,1923,FOTOGRAFIA/ Papel,23.9 cm,18.0 cm,,1923,,
014AM017001,Cortejo em homenagem a Tiradentes,,Augusto Malta,,"April 21, 1922",FOTOGRAFIA/ Papel,24.0 cm,18.0 cm,,1922,,
014AM017002,Pátio do Museu Histórico Nacional em obras,,Augusto Malta,,"January 19, 1921",FOTOGRAFIA/ Papel,23.3 cm,17.5 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q10353359"">Praça XV de Novembro</a>",1921,,
014AM017003,Vista da rua do Mercado,,Augusto Malta,,1922,FOTOGRAFIA/ Papel,18.3 cm,24.2 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q2946148"">Centro</a>",1922,,
014AM017004,Inauguração da estátua oferecida pelo México ao Brasil - Monumento a Cuauhtémoc,,Augusto Malta,,"September 16, 1922",FOTOGRAFIA/ Papel,23.4 cm,17.4 cm,,1922,,
014AM017005,Pescadores na praia de Copacabana,,Augusto Malta,,"October 16, 1922",FOTOGRAFIA/ Papel,24.1 cm,17.2 cm,,1922,,
014AM017006,"Evento de comemoração aos cem anos do Dia do Fico, em frente a",,Augusto Malta,,"January 9, 1922",FOTOGRAFIA/ Papel,23.4 cm,17.7 cm,,1922,,
014AM018001,Visita de estudantes ao Cristo Redentor,,Augusto Malta,,1931,FOTOGRAFIA,18.0 cm,24.0 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q506938"">Corcovado</a>",1931,,
014AM018002,Obras de saneamento básico na praia de Botafogo,,Augusto Malta,,1933,FOTOGRAFIA/ Papel,23.1 cm,17.4 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q894624"">Botafogo (Bairro)</a>",1933,,
014AM018003,Praia de Botafogo,,Augusto Malta,,"June 30, 1933",FOTOGRAFIA/ Papel,23.2 cm,17.0 cm,,1933,,
014AM018004,Rua Pedro Américo,,Augusto Malta,,"September 13, 1933",FOTOGRAFIA/ Papel,23.2 cm,17.0 cm,,1933,,
014AM019001,Jockey Club,,Augusto Malta,1921 – 1931,,FOTOGRAFIA/ Papel,23.1 cm,17.3 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q1558720"">Gávea</a>",1926,,
014AM019002,Jockey Club,,Augusto Malta,,"March 21, 1926",FOTOGRAFIA/ Papel,23.1 cm,17.3 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q1558720"">Gávea</a>",1926,,
014AM019004,Jockey Club,,Augusto Malta,1921 – 1931,,FOTOGRAFIA/ Papel,23.1 cm,17.3 cm,,1926,,
014AM019005,Jockey Club,,Augusto Malta,,"June 19, 1926",FOTOGRAFIA/ Papel,23.1 cm,17.3 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q1558720"">Gávea</a>",1926,,
014AM019006,Jockey Club,,Augusto Malta,,"June 19, 1926",FOTOGRAFIA/ Papel,23.1 cm,17.3 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q1558720"">Gávea</a>",1926,,
014AM019007,Jockey Club,,Augusto Malta,1921 – 1931,,FOTOGRAFIA/ Papel,23.1 cm,17.3 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q1558720"">Gávea</a>",1926,,
014AM019008,Jockey Club,,Augusto Malta,,"June 19, 1926",FOTOGRAFIA/ Papel,23.1 cm,17.3 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q1558720"">Gávea</a>",1926,,
014AM019009,Jockey Club,,Augusto Malta,,"August 8, 1926",FOTOGRAFIA/ Papel,23.1 cm,17.3 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q1558720"">Gávea</a>",1926,,
014AM019010,Jockey Club,,Augusto Malta,1921 – 1931,,FOTOGRAFIA/ Papel,23.1 cm,17.3 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q1558720"">Gávea</a>",1926,,
014AM019011,Jockey Club,,Augusto Malta,,"June 24, 1926",FOTOGRAFIA/ Papel,23.1 cm,17.3 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q1558720"">Gávea</a>",1926,,
014AM019013,Jockey Club,,Augusto Malta,1921 – 1931,,FOTOGRAFIA/ Papel,23.1 cm,17.3 cm,,1926,,
014AM019015,Jockey Club,,Augusto Malta,,"July 15, 1926",FOTOGRAFIA/ Papel,23.1 cm,17.3 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q1558720"">Gávea</a>",1926,,
014GLAS001,"Arsenal da Guerra, Praia do Peixe e Alfândega; a partir da Ilha das Cobras","Ao fundo, à esquerda, vemos o Morro do Castelo com a igreja e o antigo Colégio dos Jesuítas. Mais à frente, da esquerda para a direita, a Ponta do Calabouço e o Arsenal de Guerra, onde hoje funciona o Museu Histórico Nacional. Em primeiro plano, à direita, está o prédio da Alfândega, e logo atrás vemos as torres da Igreja de Nossa Senhora do Monte do Carmo, cuja fachada foi toda feita em cantaria. Ao seu lado está a antiga Catedral.",Georges Leuzinger,1861 – 1870,,FOTOGRAFIA/ Papel,23.9 cm,18.5 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q18473636"">Colégio dos Padres Jesuítas</a>",1865,,
014GLAS002,Entrada da Barra do Rio de Janeiro,"No primeiro plano, à direita, está o prédio da Alfândega e o antigo porto da cidade. Mais atrás, vê-se o Morro do Castelo. Ao fundo está o Pão de Açúcar.",Georges Leuzinger,1861 – 1870,,FOTOGRAFIA/ Papel,23.9 cm,18.5 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q18473636"">Colégio dos Padres Jesuítas</a>",1865,,
014GLAS003,Arsenal da Marinha e Mosteiro de São Bento; a partir da Ilha das Cobras,,Georges Leuzinger,1861 – 1870,,FOTOGRAFIA/ Papel,23.9 cm,18.5 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q2820360"">Mosteiro de São Bento</a>",1865,,
014GLAS004,Praia de D. Manoel e Alfândega; a partir da Ilha das Cobras,"A Praia de D. Manoel era um pedaço bastante movimentado do centro da cidade, servindo inclusive de porto para os padres da Companhia de Jesus, quando estes ocupavam o Morro do Castelo.",Georges Leuzinger,1861 – 1870,,FOTOGRAFIA/ Papel,23.9 cm,18.5 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q64363860"">Alfândega do Rio de Janeiro</a>",1865,,
014GLAS005,"Arsenal da Marinha, Praia dos Mineiros e Candelária; a partir da Ilha das Cobras",,Georges Leuzinger,1861 – 1870,,FOTOGRAFIA/ Papel,23.9 cm,18.5 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q64363860"">Alfândega do Rio de Janeiro</a>",1865,,
014GLAS006,Porto do Méier,"Na fotografia original existe menção à Vila Real da Praia Grande, que em 1835 passou a se chamar Nictheroy.",Georges Leuzinger,1861 – 1870,,FOTOGRAFIA/ Papel,23.6 cm,18.5 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q64369270"">Porto do Méier</a>",1865,,
014GLAS012,Pedra de Itapuca,,Georges Leuzinger,1861 – 1870,,FOTOGRAFIA/ Papel,,,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q210722"">Pão de Açúcar</a>",1865,,
014GLAS013,Pedra de Itapuca,,Georges Leuzinger,1861 – 1870,,FOTOGRAFIA/ Papel,24.0 cm,19.0 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q10304229"">Pedra de Itapuca</a>",1865,,
014GLAS020,Vista da Prainha e Saúde; a partir do Morro do Livramento,,Georges Leuzinger,1861 – 1870,,FOTOGRAFIA/ Papel,23.9 cm,18.7 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q30938301"">Praça da Harmonia</a>",1865,,
014GLAS031,Convento da Ajuda,"Em panorâmica também tirada do Morro do Castelo, observamos à esquerda a imensidão do Convento da Ajuda e seus jardins que se estendiam até a atual rua Evaristo da Veiga (antiga Rua dos Barbonos). O Convento foi inaugurado em 1750, depois de muitas dificuldades na sua construção. Em 1795 foi instalado no pátio o chafariz das Saracuras, obra do Mestre Valentim, doado às freiras pelo vice-rei Conde de Resende e hoje localizado em Ipanema. O Convento ficava na Rua da Ajuda, que recebeu este nome por causa de uma ermida ali erguida antes de 1600, em louvor a Nossa Senhora da Conceição da Ajuda. Ao fundo da fotografia vemos o morro de Santa Teresa com destaque para a igreja e o convento da Ordem das Teresianas ou das Carmelitas Descalças, mandado construir por Gomes Freire. Antes do convento o morro chamava-se do Desterro por causa de uma ermida mandada construir por Antônio Gomes do Desterro em louvor a Nossa Senhora do Desterro, em 1629. Esta ermida foi demolida e, em seu lugar, construído o Convento.",Georges Leuzinger,1863 – 1869,,FOTOGRAFIA/ Papel,23.7 cm,18.4 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q18482636"">Convento da Ajuda</a>",1866,,
014GLAS042,Vista da Glória; a partir do Outeiro,"A rua D. Luiza e o Mercado da Glória no primeiro plano. A Glória surgiu por mando do vice-rei Marquês do Lavradio para preparar feiras livres de impostos e normalizar, assim, o abastecimento das capitanias do Rio e de Minas no século XVIII. Em 1857, o bairro foi totalmente remodelado pelo Vereador Haddock Lobo, que levantou novo mercado, este que se vê na fotografia,  a fim de dar melhor aparência ao logradouro.",Georges Leuzinger,1875 – 1885,,FOTOGRAFIA/ Papel,23.7 cm,18.5 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q64177106"">Mercado da Glória</a>",1880,,
014GLAS072,"Lagoa Rodrigo de Freitas, ao fundo, morro Dois Irmãos e a pedra da Gávea","Na Lagoa funcionou o engenho de açúcar d&#039;El Rei, instalado pelo Governador Antônio Salema depois da expulsão dos franceses e seus aliados tamoios, em 1575. Nesta época a lagoa ainda era chamada pelos índios de Sacopenapã ou Sacopã. Rodrigo de Freitas era filho de João de Freitas Castro e Melo, que havia comprado as terras onde havia funcionado o engenho primitivo. Rodrigo de Freitas agregou à sua chácara inicial outros engenhos, e sua propriedade ia da Piaçaba (o Caminho da Piaçaba é hoje a Rua Humaitá) até a Gávea, de Copacabana até o final do Leblon. A rua Jardim Botânico beirava a lagoa até a desembocadura do rio Cabeça, e até 1880 era chamada de Rua do Oliveira. Em primeiro plano, podemos ver por cima do morro os telhados da construção da chácara do Comendador Laje, o futuro Parque Laje. Vemos ainda na foto essa ponta sobre a lagoa, hoje aterrada, onde era a Chácara da Bica, depois Solar do Monjope.",Georges Leuzinger,1861 – 1870,,FOTOGRAFIA/ Papel,23.9 cm,19.0 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q2383714"">Jardim Botânico</a>",1865,,
014GLAS101,"Igreja da Ordem Terceira do Carmo, na antiga rua Direita (atual Primeiro de Março)","Quando, em 1835, a nobreza começou a se mudar para São Cristóvão, a fim de acompanhar a família real, a rua Direita acolheu o melhor comércio da cidade para dar conta das demandas da ""boa sociedade"". A fotografia mostra o trecho onde funcionava a chique confeitaria do francês Carceller. O nome da rua foi mudado para 1º de Março, data que celebra o fim da Guerra do Paraguai (1865-70).",Georges Leuzinger,1866 – 1866,,FOTOGRAFIA/ Papel,23.7 cm,18.5 cm,,1866,,
014GLAS105,Vista do porto e da alfândega,"Antigo porto e alfândega da cidade, com o canal de acostamento de barcos. O porto havia sido remodelado na primeira metade do século XIX a partir das construções das primeiras grandes docas. Lugar agitado, por onde circulavam estivadores, comerciantes, marinheiros, imigrantes, escravos, capoeiras, foi este porto que recebeu um dos maiores contingentes de africanos em toda América. Era também o maior porto do Brasil de exportação, pois escoava toda a produção de café do Vale do Paraíba.",Georges Leuzinger,,,FOTOGRAFIA/ Papel,23.7 cm,18.5 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q64581178"">Hospital São Zacharias</a>",0,,
