qid,P31,Lpt-br,Dpt-br,Den,P571,qal1319,qal1326,P17,P1259,qal2044,qal7787,qal8208,P170,P186,P195,P217,P2079,P4036,P2049,P2048,P7835
Q89049692,Q125191,Pedra do Índio,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1884-01-01T00:00:00Z/8,1879-01-01T00:00:00Z/9,1889-01-01T00:00:00Z/9,Q155,@-22.90485/-43.11855,10.16642U11573,139.46966U28390,92.4523U28390,Q3180571,Q85621807||Q35158,Q71989864,0071824cx068-11,Q172984||Q35158,34.66U28390,240U174728,180U174728,76231
Q89049699,Q125191,Pedra do Índio,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1884-01-01T00:00:00Z/8,1879-01-01T00:00:00Z/9,1889-01-01T00:00:00Z/9,Q155,@-22.90528/-43.11997,10.3546U11573,155.72014U28390,91.86365U28390,Q3180571,Q85621807||Q35158,Q71989864,0071824cx068-13,Q172984||Q35158,45.18U28390,240U174728,180U174728,76233
Q89049700,Q125191,Alameda das Palmeiras,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1885-01-01T00:00:00Z/8,1880-01-01T00:00:00Z/9,1890-01-01T00:00:00Z/9,Q155,@-22.96778/-43.22387,8.74723U11573,-50.25062U28390,109.97989U28390,Q3180571,Q85621807||Q35158,Q71989864,0071824cx068-16,Q172984||Q35158,50.0U28390,180U174728,240U174728,76235
Q89049704,Q125191,Monumento em homenagem ao Visconde do Rio Branco,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1902-01-01T00:00:00Z/8,1897-01-01T00:00:00Z/9,1907-01-01T00:00:00Z/9,Q155,@-22.92125/-43.17653,9.41569U11573,103.26959U28390,96.5395U28390,Q3180571,Q85621807||Q35158,Q71989864,0071824cx071-04,Q172984||Q35158,44.84U28390,180U174728,240U174728,77557
Q89049705,Q125191,Inauguração do monumento em homenagem ao Visconde do Rio Branco,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1902-01-01T00:00:00Z/9,1902-01-01T00:00:00Z/9,1902-01-01T00:00:00Z/9,Q155,@-22.92105/-43.17624,17.89473U11573,-153.89107U28390,82.12927U28390,Q3180571,Q85621807||Q35158,Q71989864,0071824cx071-07,Q172984||Q35158,50.42U28390,180U174728,240U174728,77559
Q89049716,Q125191,Monumento em homenagem ao Visconde do Rio Branco,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1902-01-01T00:00:00Z/8,1902-01-01T00:00:00Z/9,1905-01-01T00:00:00Z/9,Q155,@-22.92125/-43.17653,9.41569U11573,103.26959U28390,96.5395U28390,Q3180571,Q85621807||Q35158,Q71989864,0071824cx071-09,Q172984||Q35158,44.84U28390,180U174728,240U174728,77560
Q89049728,Q125191,Centro do Rio de Janeiro a partir da Ilha das Cobras,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1890-01-01T00:00:00Z/8,1885-01-01T00:00:00Z/9,1895-01-01T00:00:00Z/9,Q155,@-22.8963/-43.17399,40.69795U11573,-138.19414U28390,91.0415U28390,Q3180571,Q85621807||Q35158,Q71989864,0071824cx072-07,Q172984||Q35158,55.59U28390,240U174728,180U174728,77564
Q89049730,Q125191,"Vista da Baía de Guanabara, com destaque para o Pão de Açúcar",Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1887-01-01T00:00:00Z/8,1882-01-01T00:00:00Z/9,1892-01-01T00:00:00Z/9,Q155,@-22.94498/-43.19645,373.59669U11573,95.94239U28390,85.44125U28390,Q3180571,Q85621807||Q35158,Q71989864,0071824cx070-02,Q172984||Q35158,47.39U28390,240U174728,180U174728,77565
Q89049733,Q125191,Rua do Ouvidor,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1890-01-01T00:00:00Z/8,1885-01-01T00:00:00Z/9,1895-01-01T00:00:00Z/9,Q155,@-22.90428/-43.17934,11.30932U11573,-129.40653U28390,93.15139U28390,Q3180571,Q85621807||Q35158,Q71989864,0071824cx070-10,Q172984||Q35158,50.0U28390,180U174728,240U174728,77569
Q89049741,Q125191,Ilha do Manguinho,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1890-01-01T00:00:00Z/8,1885-01-01T00:00:00Z/9,1895-01-01T00:00:00Z/9,Q155,@-22.80624/-43.12094,10.49193U11573,32.83259U28390,88.05194U28390,Q3180571,Q85621807||Q35158,Q71989864,0071824cx093-03,Q172984||Q35158,60.0U28390,240U174728,180U174728,77578
Q89049747,Q125191,Escola Politécnica e estátua de José Bonifácio,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1874-01-01T00:00:00Z/8,1871-01-01T00:00:00Z/9,1884-01-01T00:00:00Z/9,Q155,@-22.90494/-43.18044,13.20528U11573,-113.24755U28390,96.96729U28390,Q3180571,Q85621807||Q35158,Q71989864,0071824cx096b-01,Q172984||Q35158,50.0U28390,240U174728,180U174728,77581
Q89049751,Q125191,"Aqueduto da Carioca, também conhecido como Arcos da Lapa",Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1905-01-01T00:00:00Z/8,1900-01-01T00:00:00Z/9,1910-01-01T00:00:00Z/9,Q155,@-22.91329/-43.1813,35.74889U11573,103.27631U28390,78.13577U28390,Q3180571,Q85621807||Q35158,Q71989864,0071824cx096b-04,Q172984||Q35158,50.01U28390,240U174728,180U174728,77582
Q89049753,Q125191,Ilha das Flores,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1885-01-01T00:00:00Z/8,1880-01-01T00:00:00Z/9,1890-01-01T00:00:00Z/9,Q155,@-22.8465/-43.10433,32.06951U11573,94.18492U28390,90.5305U28390,Q3180571,Q85621807||Q35158,Q71989864,0071824cx098-06,Q172984||Q35158,60.0U28390,240U174728,180U174728,77587
Q89049757,Q125191,Entrada da Baía de Guanabara,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1885-01-01T00:00:00Z/8,1880-01-01T00:00:00Z/9,1890-01-01T00:00:00Z/9,Q155,@-22.93401/-43.12574,10.87837U11573,-56.91441U28390,90.40412U28390,Q3180571,Q85621807||Q35158,Q71989864,0071824cx101-09,Q172984||Q35158,60.0U28390,240U174728,180U174728,77590
Q89049759,Q125191,Morro de Gragoatá com a Fortaleza de Gragoatá ao fundo,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1890-01-01T00:00:00Z/8,1885-01-01T00:00:00Z/9,1895-01-01T00:00:00Z/9,Q155,@-22.90556/-43.13268,15.01311U11573,-36.82683U28390,94.31312U28390,Q3180571,Q85621807||Q35158,Q71989864,0071824cx101-11,Q172984||Q35158,60.0U28390,240U174728,180U174728,77592
Q89049762,Q125191,Igreja Anglicana,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1905-01-01T00:00:00Z/8,1900-01-01T00:00:00Z/9,1910-01-01T00:00:00Z/9,Q155,@-22.90988/-43.17677,11.1712U11573,-62.78437U28390,101.47943U28390,Q3180571,Q85621807||Q35158,Q71989864,0071824cx106-06,Q172984||Q35158,50.0U28390,180U174728,240U174728,77598
Q89049766,Q125191,Vista do cais Pharoux,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1890-01-01T00:00:00Z/8,1885-01-01T00:00:00Z/9,1895-01-01T00:00:00Z/9,Q155,@-22.89659/-43.17464,37.42662U11573,161.36189U28390,90.16169U28390,Q3180571,Q85621807||Q35158,Q71989864,0071824cx114-06,Q172984||Q35158,69.16U28390,240U174728,180U174728,77614
Q89049773,Q125191,Pedras de Itapuca e do Índio,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1884-01-01T00:00:00Z/8,1879-01-01T00:00:00Z/9,1889-01-01T00:00:00Z/9,Q155,@-22.90573/-43.12052,11.46297U11573,71.25034U28390,88.74051U28390,Q3180571,Q85621807||Q35158,Q71989864,0071824cx111-02,Q172984||Q35158,49.2U28390,240U174728,180U174728,77625
Q89049775,Q125191,Barco a vela,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1890-01-01T00:00:00Z/8,1885-01-01T00:00:00Z/9,1895-01-01T00:00:00Z/9,Q155,@-22.95009/-43.17873,8.43291U11573,55.0018U28390,90.04089U28390,Q3180571,Q85621807||Q35158,Q71989864,0071824cx083-15,Q172984||Q35158,40.0U28390,240U174728,180U174728,77627
Q89049777,Q125191,Igreja de São Joaquim,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1890-01-01T00:00:00Z/8,1885-01-01T00:00:00Z/9,1895-01-01T00:00:00Z/9,Q155,@-22.90197/-43.18461,8.9134U11573,53.27588U28390,96.83269U28390,Q3180571,Q85621807||Q35158,Q71989864,0071824cx126-05,Q172984||Q35158,60.0U28390,180U174728,240U174728,77636
Q89050035,Q125191,Catedral Presbiteriana do Rio de Janeiro,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1895-01-01T00:00:00Z/8,1890-01-01T00:00:00Z/9,1900-01-01T00:00:00Z/9,Q155,@-22.93283/-43.17787,10.5392U11573,-128.95232U28390,101.458U28390,Q3180571,Q85621807||Q35158,Q71989864,0071824cx127-07,Q172984||Q35158,50.0U28390,180U174728,240U174728,77643
Q89050039,Q125191,Catedral Presbiteriana do Rio de Janeiro,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1895-01-01T00:00:00Z/8,1890-01-01T00:00:00Z/9,1900-01-01T00:00:00Z/9,Q155,@-22.93282/-43.17782,10.43355U11573,-121.52076U28390,96.38703U28390,Q3180571,Q85621807||Q35158,Q71989864,0071824cx127-08,Q172984||Q35158,50.0U28390,180U174728,240U174728,77644
Q89050042,Q125191,Rua da Quitanda,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1890-01-01T00:00:00Z/8,1885-01-01T00:00:00Z/9,1895-01-01T00:00:00Z/9,Q155,@-22.90451/-43.17633,9.53534U11573,-175.49549U28390,95.70713U28390,Q3180571,Q85621807||Q35158,Q71989864,0071824cxavulsos2-03,Q172984||Q35158,50.0U28390,180U174728,240U174728,77647
Q89050044,Q125191,"Ambulantes no largo do Paço, morro do Castelo ao fundo",Fotografia de Gomes Junior,Photograph by Gomes Junior,1899-01-01T00:00:00Z/8,1894-01-01T00:00:00Z/9,1904-01-01T00:00:00Z/9,Q155,@-22.90254/-43.17359,16.947U11573,-175.17473U28390,85.3435U28390,Q86942676,Q85621807||Q35158,Q71989864,0071824cxambulantesb-05,Q172984||Q35158,50.0U28390,240U174728,180U174728,77652
Q89050045,Q125191,"Cine Pathé na Avenida Central, 116",Fotografia de Augusto Malta,Photograph by Augusto Malta,1926-06-25T00:00:00Z/11,1926-01-01T00:00:00Z/9,1926-01-01T00:00:00Z/9,Q155,@-22.90441/-43.17782,7.95996U11573,-98.06104U28390,97.32905U28390,Q16495239,Q85621807||Q35158,Q71989864,0071824cxjulioferrez2-01,Q172984||Q35158,39.9U28390,180U174728,240U174728,77653
Q89050047,Q125191,Rua da Quitanda,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1890-01-01T00:00:00Z/8,1885-01-01T00:00:00Z/9,1895-01-01T00:00:00Z/9,Q155,@-22.90451/-43.17633,9.31504U11573,-175.49549U28390,95.70713U28390,Q3180571,Q85621807||Q35158,Q71989864,0071824cxavulsos2-04,Q172984||Q35158,50.0U28390,180U174728,240U174728,77648
Q89050048,Q125191,Ilha da Boa Viagem,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1890-01-01T00:00:00Z/8,1885-01-01T00:00:00Z/9,1895-01-01T00:00:00Z/9,Q155,@-22.9084/-43.13036,9.87092U11573,-134.2896U28390,90.87392U28390,Q3180571,Q85621807||Q35158,Q71989864,0071824cxrio3-02,Q172984||Q35158,40.15U28390,240U174728,180U174728,77667
Q89050049,Q125191,"Entrada da Baía de Guanabara, ao fundo o Pão de Açúcar",Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1885-01-01T00:00:00Z/8,1880-01-01T00:00:00Z/9,1890-01-01T00:00:00Z/9,Q155,@-22.93535/-43.1243,117.13787U11573,-63.55766U28390,90.31579U28390,Q3180571,Q85621807||Q35158,Q71989864,0071824cxrio1-09,Q172984||Q35158,57.22U28390,240U174728,180U174728,77657
Q89050052,Q125191,Bairro do Flamengo visto do Morro Nova Cintra,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1890-01-01T00:00:00Z/8,1885-01-01T00:00:00Z/9,1895-01-01T00:00:00Z/9,Q155,@-22.92883/-43.18366,132.5207U11573,116.49309U28390,86.10179U28390,Q3180571,Q85621807||Q35158,Q71989864,0071824cxrio3-04,Q172984||Q35158,44.02U28390,240U174728,180U174728,77669
Q89050053,Q125191,Passeio Público,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1890-01-01T00:00:00Z/8,1885-01-01T00:00:00Z/9,1895-01-01T00:00:00Z/9,Q155,@-22.91376/-43.17584,12.52354U11573,-73.41U28390,86.33U28390,Q3180571,Q85621807||Q35158,Q71989864,0071824cxrio3-09,Q172984||Q35158,50.0U28390,240U174728,180U174728,77670
Q89050055,Q125191,Igreja Anglicana,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1905-01-01T00:00:00Z/8,1900-01-01T00:00:00Z/9,1910-01-01T00:00:00Z/9,Q155,@-22.90988/-43.17677,11.21775U11573,-62.78437U28390,101.47943U28390,Q3180571,Q85621807||Q35158,Q71989864,0071824cxsn1-12,Q172984||Q35158,50.0U28390,180U174728,240U174728,77673
Q89050056,Q125191,"Rua Direita, atual rua Primeiro de Março",Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1890-01-01T00:00:00Z/8,1885-01-01T00:00:00Z/9,1895-01-01T00:00:00Z/9,Q155,@-22.90277/-43.17576,16.77981U11573,-5.76257U28390,97.66671U28390,Q3180571,Q85621807||Q35158,Q71989864,0071824cxrio3-05,Q172984||Q35158,52.48U28390,180U174728,240U174728,77683
Q89050059,Q125191,"Real Gabinete Português de Leitura, na rua Luís de Camões. À direita, os fundos da Escola Politécnica, atual IFCS/UFRJ",Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1890-01-01T00:00:00Z/8,1885-01-01T00:00:00Z/9,1895-01-01T00:00:00Z/9,Q155,@-22.90569/-43.18197,12.14203U11573,-34.49881U28390,101.1793U28390,Q3180571,Q85621807||Q35158,Q71989864,0071824cxsn1-10,Q172984||Q35158,50.0U28390,180U174728,240U174728,77674
Q89050205,Q125191,"Aqueduto da Carioca, também conhecido como Arcos da Lapa",Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1896-01-01T00:00:00Z/8,1896-01-01T00:00:00Z/9,1905-01-01T00:00:00Z/9,Q155,@-22.91186/-43.17919,25.25102U11573,-131.36U28390,87.16U28390,Q3180571,Q85621807||Q35158,Q71989864,0071824cxminas3-07,Q172984||Q35158,52.09U28390,240U174728,180U174728,77678
Q89054715,Q125191,"Estrada de Ferro do Corcovado, provavelmente em construção",Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1883-01-01T00:00:00Z/8,1882-01-01T00:00:00Z/9,1884-01-01T00:00:00Z/9,Q155,@-22.94826/-43.2172,467.45006U11573,116.14789U28390,96.09885U28390,Q3180571,Q85621807||Q35158,Q71989864,0072430cx011-06,Q172984||Q35158,50.0U28390,300U174728,240U174728,78584
Q89054717,Q125191,Hotel White,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1880-01-01T00:00:00Z/8,1875-01-01T00:00:00Z/9,1885-01-01T00:00:00Z/9,Q155,@-22.96109/-43.27182,416.97615U11573,-82.32003U28390,85.73214U28390,Q3180571,Q85621807||Q35158,Q71989864,0072430cx009-03,Q904614||Q35158,40.4U28390,300U174728,240U174728,78600
Q89054718,Q125191,"Vista da Baía de Guanabara, do Pão de Açúcar e do bairro de Botafogo a partir do Corcovado",Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1884-01-01T00:00:00Z/8,1880-01-01T00:00:00Z/9,1889-01-01T00:00:00Z/9,Q155,@-22.95185/-43.21004,705.43416U11573,82.69957U28390,84.69078U28390,Q3180571,Q85621807||Q35158,Q71989864,0072430cx011-01,Q172984||Q35158,50.0U28390,300U174728,240U174728,78582
Q89054722,Q125191,Bico do Papagaio,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1885-01-01T00:00:00Z/8,1880-01-01T00:00:00Z/9,1890-01-01T00:00:00Z/9,Q155,@-22.95136/-43.28588,626.24885U11573,-108.00847U28390,92.73881U28390,Q3180571,Q85621807||Q35158,Q71989864,0072430cx006-12,Q172984||Q35158,35.0U28390,300U174728,240U174728,78591
Q89054725,Q125191,Interior do Jardim Botânico,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1885-01-01T00:00:00Z/8,1880-01-01T00:00:00Z/9,1890-01-01T00:00:00Z/9,Q155,@-22.96091/-43.273,364.22066U11573,-141.86697U28390,97.9508U28390,Q3180571,Q85621807||Q35158,Q71989864,0071824cxsn2-10,Q172984||Q35158,55.26U28390,240U174728,180U174728,78578
Q89054728,Q125191,Panorama do Rio de Janeiro visto a partir da Ilha das Cobras,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1890-01-01T00:00:00Z/8,1885-01-01T00:00:00Z/9,1895-01-01T00:00:00Z/9,Q155,@-22.89629/-43.17404,41.40278U11573,-148.0401U28390,90.74452U28390,Q3180571,Q85621807||Q35158,Q71989864,0071824cxvarios1-03,Q172984||Q35158,75.0U28390,240U174728,180U174728,78594
Q89054730,Q125191,Vista do Cais Pharoux a partir da Ilha das Cobras,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1890-01-01T00:00:00Z/8,1885-01-01T00:00:00Z/9,1895-01-01T00:00:00Z/9,Q155,@-22.89659/-43.17464,35.03109U11573,161.36189U28390,90.16169U28390,Q3180571,Q85621807||Q35158,Q71989864,0071824cxvarios1-01,Q172984||Q35158,69.16U28390,240U174728,180U174728,78592
Q89054732,Q125191,"Avenida Central, atual Rio Branco",Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1905-01-01T00:00:00Z/8,1900-01-01T00:00:00Z/9,1910-01-01T00:00:00Z/9,Q155,@-22.90229/-43.17882,15.99462U11573,141.89227U28390,90.24024U28390,Q3180571,Q85621807||Q35158,Q71989864,0071824cxsn2-09,Q172984||Q35158,45.0U28390,240U174728,180U174728,78577
Q89054735,Q125191,"Aqueduto da Carioca, também conhecido como Arcos da Lapa",Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1905-01-01T00:00:00Z/8,1903-01-01T00:00:00Z/9,1906-01-01T00:00:00Z/9,Q155,@-22.91329/-43.1813,35.75483U11573,103.27631U28390,78.13577U28390,Q3180571,Q85621807||Q35158,Q71989864,0071824cxsn2-08,Q172984||Q35158,50.01U28390,240U174728,180U174728,78576
Q97772391,Q125191,Avenida Central,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1906-01-01T00:00:00Z/8,1901-01-01T00:00:00Z/9,1911-01-01T00:00:00Z/9,Q155,@-22.9046/-43.178,27.91271U11573,153.86808U28390,86.9261U28390,Q3180571,Q56055236||Q35158,Q71989864,007A5P3F04-023,Q172984||Q35158,35.05U28390,219U174728,160U174728,88596
Q97772409,Q125191,Chafariz do Largo da Carioca e Imprensa Nacional,Fotografia de Augusto Malta,Photograph by Augusto Malta,1912-05-06T00:00:00Z/11,1912-01-01T00:00:00Z/9,1912-01-01T00:00:00Z/9,Q155,@-22.90636/-43.178,21.15671U11573,-160.29854U28390,84.79189U28390,Q16495239,Q56055236||Q35158,Q71989864,007A5P3F10-057,Q172984||Q35158,39.98U28390,281U174728,194U174728,6854
Q97772413,Q125191,Passeio Público,Fotografia de Augusto Malta,Photograph by Augusto Malta,1910-01-01T00:00:00Z/8,1905-01-01T00:00:00Z/9,1915-01-01T00:00:00Z/9,Q155,@-22.91385/-43.17492,2.15U11573,-91.98763U28390,91.51U28390,Q16495239,Q56055236||Q35158,Q71989864,007A5P3F10-076,Q172984||Q35158,50.01U28390,235U174728,127U174728,88613
Q97772414,Q125191,Estação da Cantareira,Fotografia de Augusto Malta,Photograph by Augusto Malta,1920-01-01T00:00:00Z/9,1920-01-01T00:00:00Z/9,1920-01-01T00:00:00Z/9,Q155,@-22.90267/-43.17274,6.7371U11573,128.18577U28390,98.80459U28390,Q16495239,Q56055236||Q35158,Q71989864,007A5P3F10-081,Q172984||Q35158,50.0U28390,238U174728,177U174728,6858
Q97772415,Q125191,Politécnica de São Francisco de Paula,Fotografia de Augusto Malta,Photograph by Augusto Malta,1920-01-01T00:00:00Z/8,1915-01-01T00:00:00Z/9,1925-01-01T00:00:00Z/9,Q155,@-22.90478/-43.18056,13.25686U11573,-129.80457U28390,86.18927U28390,Q16495239,Q56055236||Q35158,Q71989864,007A5P3F10-086,Q172984||Q35158,51.75U28390,238U174728,173U174728,88614
Q97772418,Q125191,Praça 11 de Junho,Fotografia de Augusto Malta,Photograph by Augusto Malta,1922-01-01T00:00:00Z/8,1917-01-01T00:00:00Z/9,1927-01-01T00:00:00Z/9,Q155,@-22.90623/-43.1948,16.23348U11573,-120.41072U28390,79.22266U28390,Q16495239,Q56055236||Q35158,Q71989864,007A5P3F10-089,Q172984||Q35158,50.0U28390,235U174728,179U174728,6863
Q97772419,Q125191,Ponte Alexandrino,Fotografia de José dos Santos Affonso,Photograph by José dos Santos Affonso,1914-01-01T00:00:00Z/8,1911-01-01T00:00:00Z/9,1920-01-01T00:00:00Z/9,Q155,@-22.89859/-43.17643,8.27137U11573,3.60846U28390,93.21265U28390,Q63993961,Q56055236||Q35158,Q71989864,007A5P3F13-043,Q172984||Q35158,60.73U28390,219U174728,160U174728,88624
Q97772424,Q125191,"Entrada da Baía de Guanabara, vista de Niterói",Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1890-01-01T00:00:00Z/8,1885-01-01T00:00:00Z/9,1895-01-01T00:00:00Z/9,Q155,@-22.92941/-43.12291,90.60276U11573,-120.34402U28390,87.72085U28390,Q3180571,Q56055236||Q35158,Q71989864,002002AMF002002,Q107387614||Q35158,55.16U28390,265U174728,209U174728,16032
Q97772427,Q125191,"Igreja de Santa Luzia, è direita, e Igreja de São Sebastião, no alto do morro do Castelo",Fotografia de Guilherme Santos,Photograph by Guilherme Santos,1915-01-01T00:00:00Z/9,1915-01-01T00:00:00Z/9,1915-01-01T00:00:00Z/9,Q155,@-22.91025/-43.17249,10.60035U11573,-13.10818U28390,96.93581U28390,Q55088608,Q97570383||Q35158,Q71989864,002080BR0206,Q172984||Q35158,50.0U28390,110U174728,45U174728,16551
Q97772429,Q125191,Largo do Machado,Fotografia de Guilherme Santos,Photograph by Guilherme Santos,1917-01-01T00:00:00Z/9,1917-01-01T00:00:00Z/9,1917-01-01T00:00:00Z/9,Q155,@-22.93068/-43.17833,9.91489U11573,-117.17359U28390,93.32889U28390,Q55088608,Q97570383||Q35158,Q71989864,002080BR0207,Q172984||Q35158,45.0U28390,110U174728,45U174728,16552
Q97772430,Q125191,Ruínas do Morro do Castelo,Fotografia de Guilherme Santos,Photograph by Guilherme Santos,1920-01-01T00:00:00Z/8,1915-01-01T00:00:00Z/9,1925-01-01T00:00:00Z/9,Q155,@-22.90516/-43.17463,55.33085U11573,166.44408U28390,91.44683U28390,Q55088608,Q97570383||Q35158,Q71989864,002080Vol01Cx0115,Q172984||Q35158,45.0U28390,110U174728,45U174728,16556
Q97772431,Q125191,Carnaval,Fotografia de Guilherme Santos,Photograph by Guilherme Santos,1931-01-01T00:00:00Z/9,1931-01-01T00:00:00Z/9,1931-01-01T00:00:00Z/9,Q155,@-22.90627/-43.17763,10.91086U11573,-153.41008U28390,85.07233U28390,Q55088608,Q97570383||Q35158,Q71989864,002080Vol02Cx0216,Q172984||Q35158,45.0U28390,110U174728,45U174728,16557
Q97772454,Q125191,Estação do Corcovado,Fotografia de Fritz Büsch,Photograph by Fritz Büsch,1890-01-01T00:00:00Z/9,1890-01-01T00:00:00Z/9,1890-01-01T00:00:00Z/9,Q155,@-22.94061/-43.19845,40.22851U11573,-135.87208U28390,101.34542U28390,Q63109492,Q56055236||Q35158,Q71989864,007A5P3F13-050,Q107387614||Q35158,45.02U28390,211U174728,154U174728,16743
Q97772461,Q125191,Vista do Rio de Janeiro tomada do morro do Corcovado,Fotografia de Augusto Malta,Photograph by Augusto Malta,1906-01-01T00:00:00Z/9,1906-01-01T00:00:00Z/9,1906-01-01T00:00:00Z/9,Q155,@-22.95187/-43.21014,705.5U11573,89.46857U28390,81.48U28390,Q16495239,Q56055236||Q35158,Q71989864,013RJ011009,Q172984||Q35158,70.0U28390,285U174728,226U174728,16833
Q97772462,Q125191,"Praça XV de Novembro, Cais Pharoux e chafariz do mestre Valentim",Fotografia de Augusto Malta,Photograph by Augusto Malta,1906-01-01T00:00:00Z/9,1906-01-01T00:00:00Z/9,1906-01-01T00:00:00Z/9,Q155,@-22.90243/-43.17285,9.52441U11573,-122.56151U28390,95.88429U28390,Q16495239,Q56055236||Q35158,Q71989864,013RJ011019,Q172984||Q35158,70.0U28390,288U174728,210U174728,88586
Q97772463,Q125191,Passeio Público na Lapa - vendo-se os bondes da Cia. Jardim Botânico,Fotografia de Augusto Malta,Photograph by Augusto Malta,1906-01-01T00:00:00Z/9,1906-01-01T00:00:00Z/9,1906-01-01T00:00:00Z/9,Q155,@-22.91208/-43.17619,9.16843U11573,-134.21808U28390,99.6199U28390,Q16495239,Q56055236||Q35158,Q71989864,013RJ011039,Q172984||Q35158,60.0U28390,280U174728,220U174728,16999
Q97772464,Q125191,Pedra da Gávea,Fotografia de Augusto Malta,Photograph by Augusto Malta,1906-01-01T00:00:00Z/9,1906-01-01T00:00:00Z/9,1906-01-01T00:00:00Z/9,Q155,@-22.99014/-43.25141,74.95372U11573,-120.66657U28390,88.50065U28390,Q16495239,Q56055236||Q35158,Q71989864,013RJ011040,Q172984||Q35158,60.0U28390,285U174728,222U174728,88587
Q97772465,Q125191,Praia do Leme,Fotografia de Anônimo,Photograph by Anônimo,1907-01-01T00:00:00Z/9,1907-01-01T00:00:00Z/9,1907-01-01T00:00:00Z/9,Q155,@-22.96405/-43.16926,8.4138U11573,76.74537U28390,96.97193U28390,Q4233718,Q56055236||Q35158,Q71989864,014AAN00522,Q172984||Q35158,71.87U28390,230U174728,172U174728,17001
