qid,P31,Lpt-br,Dpt-br,P571,P17,P1259,P170,P186,P195,P217,P2079,P4036,P2049,P2048,P7835
,,Avenida Vieira Souto - depois da substituição da iluminação pública de gás para lâmpadas incandescentes,Fotografia de Augusto Malta,1921-02-10,Q155,-22.986784/-43.198543,Q16495239,Q11472,Q71989864,013RJ001009,Q172984,50.0 degree,,,78551
,,Praça Mauá,Fotografia de Augusto Malta,1914-03-20,Q155,-22.896258/-43.181661,Q16495239,Q11472,Q71989864,014AM001006,Q172984,50.0 degree,22.6 centimetre,16.2 centimetre,78653
,,"Avenida Beira Mar, ao fundo o Morro do Corcovado",Fotografia de Augusto Malta,1906-11-12,Q155,-22.941006/-43.176842,Q16495239,Q11472,Q71989864,014AM001009,Q172984,50.0 degree,22.6 centimetre,16.2 centimetre,78654
,,Avenida Beira Mar com o Pão de Açúcar ao fundo,Fotografia de Augusto Malta,1906-12-21,Q155,-22.913043/-43.17540200000001,Q16495239,Q11472,Q71989864,014AM001010,Q172984,50.2 degree,22.6 centimetre,16.2 centimetre,78652
,,"Vista de Botafogo a partir do Alto da Boa Vista, com o Pão de Açúcar ao fundo",Fotografia de Augusto Malta,1906-07-11,Q155,-22.954607/-43.202562,Q16495239,Q11472,Q71989864,014AM001011,Q172984,62.8 degree,22.6 centimetre,16.2 centimetre,78655
,,Praça XV de Novembro,Fotografia de Augusto Malta,1907-01-01,Q155,-22.903048/-43.175178,Q16495239,Q11472,Q71989864,014AM001012,Q172984,50.8 degree,27.8 centimetre,21.9 centimetre,17008
,,Pelotão de ciclistas da marinha em frente ao palácio Monroe,Fotografia de Augusto Malta,1908-01-01,Q155,-22.912344/-43.174779,Q16495239,Q11472,Q71989864,014AM001013,Q172984,50.0 degree,22.6 centimetre,17.2 centimetre,17009
,,"Obra de prolongamento da rua Guanabara, atual rua Pinheiro Machado",Fotografia de Augusto Malta,1914-05-08,Q155,-22.939996/-43.182853,Q16495239,Q11472,Q71989864,014AM002002,Q172984,48.6 degree,23.7 centimetre,17.8 centimetre,78656
,,Descanso às 16h da tarde na Praça da Harmonia,Fotografia de Augusto Malta,1908-03-24,Q155,-22.89546/-43.191588,Q16495239,Q11472,Q71989864,014AM002003,Q172984,50.0 degree,22.1 centimetre,14.1 centimetre,17011
,,"Populares na rua Senhor dos Passos, esquina com a rua José Maurício, atual Tomé de Souza; ao fundo, o Campo de Santana",Fotografia de Augusto Malta,1913-01-01,Q155,-22.905175/-43.186335,Q16495239,Q11472,Q71989864,014AM002004,Q172984,50.4 degree,17.9 centimetre,23.1 centimetre,78617
,,Cortejo fúnebre do prefeito Pereira Passos,Fotografia de Augusto Malta,1913-05-31,Q155,-22.904721/-43.19108,Q16495239,Q11472,Q71989864,014AM002005,Q172984,51.6 degree,24.0 centimetre,18.0 centimetre,19253
,,Cortejo fúnebre do prefeito Pereira Passos,Fotografia de Augusto Malta,1913-05-31,Q155,-22.90908/-43.21005,Q16495239,Q11472,Q71989864,014AM002007,Q172984,55.8 degree,23.5 centimetre,17.3 centimetre,19250
,,Cortejo fúnebre do prefeito Pereira Passos,Fotografia de Augusto Malta,1913-05-31,Q155,-22.906682/-43.195668,Q16495239,Q11472,Q71989864,014AM002008,Q172984,50.0 degree,23.6 centimetre,17.5 centimetre,19251
,,Ligação das ruas Guanabara e Farani,Fotografia de Augusto Malta,1914-08-14,Q155,-22.940921/-43.18266,Q16495239,Q11472,Q71989864,014AM002011,Q172984,64.2 degree,22.6 centimetre,17.6 centimetre,17012
,,Atuação dos bombeiros durante incêndio em casarão,Fotografia de Augusto Malta,1910-12-19,Q155,-22.900599/-43.181336,Q16495239,Q11472,Q71989864,014AM002012,Q172984,46.0 degree,23.0 centimetre,16.5 centimetre,78611
,,Ressaca na praia do Leme,Fotografia de Augusto Malta,1921-07-15,Q155,-22.962836/-43.167391,Q16495239,Q11472,Q71989864,014AM002013,Q172984,56.4 degree,24.0 centimetre,16.5 centimetre,78610
,,Feira Livre na Praça da República,Fotografia de Augusto Malta,1923-07-26,Q155,-22.903631/-43.188299,Q16495239,Q11472,Q71989864,014AM002015,Q172984,53.6 degree,23.0 centimetre,17.2 centimetre,78612
,,Mercado da Praça da Bandeira,Fotografia de Augusto Malta,1922-10-14,Q155,-22.91086/-43.214174,Q16495239,Q11472,Q71989864,014AM002016,Q172984,54.8 degree,23.4 centimetre,16.8 centimetre,78614
,,Dia de Feira,Fotografia de Augusto Malta,1922-10-14,Q155,-22.910261/-43.211822,Q16495239,Q11472,Q71989864,014AM002017,Q172984,53.6 degree,23.2 centimetre,17.1 centimetre,78613
,,Passeio Público a partir da Avenida Mem de Sá,Fotografia de Augusto Malta,1924-02-28,Q155,-22.913712/-43.178541,Q16495239,Q11472,Q71989864,014AM002019,Q172984,50.0 degree,24.0 centimetre,16.5 centimetre,78657
,,Vista geral da enseada da Lapa e Glória,Fotografia de Augusto Malta,1906-08-17,Q155,-22.908928/-43.174315,Q16495239,Q11472,Q71989864,014AM003001,Q172984,43.8 degree,30.0 centimetre,19.7 centimetre,17013
,,Botafogo com o Morro do Corcovado ao fundo,Fotografia de Augusto Malta,,Q155,-22.941495/-43.178008,Q16495239,Q11472,Q71989864,014AM003005,Q172984,50.0 degree,29.7 centimetre,23.0 centimetre,78643
,,"Rua Bella de São João, atual Rua São Cristóvão",Fotografia de Augusto Malta,1909-01-27,Q155,-22.900313/-43.21613,Q16495239,Q11472,Q71989864,014AM003006,Q172984,50.0 degree,28.8 centimetre,21.7 centimetre,78642
,,"Carnaval na avenida Central, atual avenida Rio Branco",Fotografia de Augusto Malta,1906-06-22,Q155,-22.903938/-43.178095,Q16495239,Q11472,Q71989864,014AM003007,Q172984,50.0 degree,29.0 centimetre,22.4 centimetre,17015
,,"Avenida Central, atual Rio Branco, esquina com a Rua São Bento",Fotografia de Augusto Malta,,Q155,-22.898171/-43.180417,Q16495239,Q11472,Q71989864,014AM003008,Q172984,50.0 degree,28.8 centimetre,21.7 centimetre,78644
,,"Estação das Lages, parte da Estrada de Ferro Central do Brasil",Fotografia de Augusto Malta,1908-03-16,Q155,-22.622955/-43.704116,Q16495239,Q11472,Q71989864,014AM003009,Q172984,50.0 degree,28.8 centimetre,21.7 centimetre,78645
,,"Vista da Praia de Copacabana, a partir do Morro da Babilônia",Fotografia de Augusto Malta,,Q155,-22.957786/-43.172362,Q16495239,Q11472,Q71989864,014AM003012,Q172984,32.2 degree,28.8 centimetre,21.7 centimetre,78641
,,Trecho do Jardim da Praça da República,Fotografia de Augusto Malta,1906-03-23,Q155,-22.906154/-43.190066,Q16495239,Q11472,Q71989864,014AM003017,Q172984,50.0 degree,28.9 centimetre,22.2 centimetre,78648
,,Palácio Monroe,Fotografia de Augusto Malta,,Q155,-22.911658/-43.175156,Q16495239,Q11472,Q71989864,014AM003018,Q172984,44.6 degree,29.2 centimetre,22.3 centimetre,78647
,,"Trecho do jardim do Passeio Público, à esquerda, o Aquário de água salgada",Fotografia de Augusto Malta,1906-09-25,Q155,-22.912978/-43.176237,Q16495239,Q11472,Q71989864,014AM003019,Q172984,50.0 degree,28.7 centimetre,22.7 centimetre,78651
,,"Mesa do Imperador, ao fundo o Morro do Corcovado",Fotografia de Augusto Malta,,Q155,-22.970518/-43.258123,Q16495239,Q11472,Q71989864,014AM003020,Q172984,50.0 degree,28.8 centimetre,21.7 centimetre,78650
,,Igreja de Nossa Senhora de Copacabana,Fotografia de Augusto Malta,,Q155,-22.98715/-43.188379,Q16495239,Q11472,Q71989864,014AM004003,Q172984,46.0 degree,40.0 centimetre,30.0 centimetre,78649
,,Rua México,Fotografia de Augusto Malta,,Q155,-22.909627/-43.174978,Q16495239,Q11472,Q71989864,014AM005001,Q172984,50.0 degree,24.1 centimetre,18.2 centimetre,17017
,,Morro do Castelo,Fotografia de Augusto Malta,1922-05-25,Q155,-22.909599/-43.172446,Q16495239,Q11472,Q71989864,014AM005003,Q172984,49.4 degree,23.5 centimetre,17.3 centimetre,78628
,,Morro do Castelo,Fotografia de Augusto Malta,1922-10-07,Q155,-22.907395/-43.172279,Q16495239,Q11472,Q71989864,014AM005005,Q172984,50.0 degree,23.5 centimetre,17.3 centimetre,78627
,,"Ruínas do Morro do Castelo; ao fundo, pavilhões da Exposição Internacional de 1922",Fotografia de Augusto Malta,1923-02-15,Q155,-22.907752/-43.174975,Q16495239,Q11472,Q71989864,014AM005006,Q172984,51.6 degree,23.3 centimetre,17.5 centimetre,78629
,,Morro do Castelo,Fotografia de Augusto Malta,,Q155,-22.906382/-43.170707,Q16495239,Q11472,Q71989864,014AM005008,Q172984,60.0 degree,23.5 centimetre,17.3 centimetre,78626
,,Morro do Castelo,Fotografia de Augusto Malta,,Q155,-22.907564/-43.172089,Q16495239,Q11472,Q71989864,014AM005009,Q172984,62.6 degree,23.5 centimetre,17.3 centimetre,78630
,,Vista de área demolida do morro do Castelo,Fotografia de Augusto Malta,1922-09-17,Q155,-22.906928/-43.17305,Q16495239,Q11472,Q71989864,014AM005013,Q172984,60.6 degree,23.5 centimetre,17.3 centimetre,17259
,,"Festividade no dia de São Sebastião; ao fundo, a Igreja de São Sebastião",Fotografia de Augusto Malta,1922-01-20,Q155,-22.905219/-43.173117,Q16495239,Q11472,Q71989864,014AM005014,Q172984,50.0 degree,,,78632
,,Demolição do morro do Castelo,Fotografia de Augusto Malta,1925-03-25,Q155,-22.906868/-43.172254,Q16495239,Q11472,Q71989864,014AM005015,Q172984,61.6 degree,23.5 centimetre,17.3 centimetre,17260
,,"Morro do Castelo, tomado da Santa Casa",Fotografia de Augusto Malta,1923-11-26,Q155,-22.907559/-43.170276,Q16495239,Q11472,Q71989864,014AM005016,Q172984,41.2 degree,23.5 centimetre,17.3 centimetre,78631
,,"Obras de demolição do Morro do Castelo, na atual rua México",Fotografia de Augusto Malta,1921-09-28,Q155,-22.910239/-43.174813,Q16495239,Q11472,Q71989864,014AM005018,Q172984,67.6 degree,23.5 centimetre,17.3 centimetre,17261
,,Morro do Castelo,Fotografia de Augusto Malta,1922-10-29,Q155,-22.906702/-43.173298,Q16495239,Q11472,Q71989864,014AM005020,Q172984,61.2 degree,23.5 centimetre,17.3 centimetre,78633
,,Desmonte do Morro do Castelo,Fotografia de Augusto Malta,1922-03-14,Q155,-22.909874/-43.17378,Q16495239,Q11472,Q71989864,014AM005021,Q172984,46.8 degree,23.5 centimetre,17.3 centimetre,78636
,,"Vista da demolição do morro do Castelo, tomada da frente do antigo observatório astronômico",Fotografia de Augusto Malta,1923-05-05,Q155,-22.906529000000006/-43.172864,Q16495239,Q11472,Q71989864,014AM005024,Q172984,57.2 degree,21.8 centimetre,17.1 centimetre,17262
,,Edifício da Associação Cristã de Moços,Fotografia de Augusto Malta,,Q155,-22.908677/-43.173593,Q16495239,Q11472,Q71989864,014AM005025,Q172984,50.0 degree,23.5 centimetre,17.3 centimetre,78634
,,Demolição do morro do Castelo,Fotografia de Augusto Malta,1928-08-21,Q155,-22.905382/-43.171771,Q16495239,Q11472,Q71989864,014AM005026,Q172984,54.2 degree,23.5 centimetre,17.3 centimetre,17263
,,Morro do Castelo,Fotografia de Augusto Malta,1923-03-27,Q155,-22.906401/-43.173811,Q16495239,Q11472,Q71989864,014AM005027,Q172984,34.8 degree,23.5 centimetre,17.3 centimetre,78635
,,Morro do Castelo antes da demolição,Fotografia de Augusto Malta,1921-12-01,Q155,-22.906531/-43.173957,Q16495239,Q11472,Q71989864,014AM005028,Q172984,39.8 degree,23.5 centimetre,17.3 centimetre,78637
,,"Demolição do morro do Castelo, no alto do morro, as ruínas da Igreja de São Sebastião",Fotografia de Augusto Malta,1922-10-14,Q155,-22.905458/-43.17058400000001,Q16495239,Q11472,Q71989864,014AM005031,Q172984,46.4 degree,23.1 centimetre,17.4 centimetre,17264
,,Demolição do morro do Castelo,Fotografia de Augusto Malta,,Q155,-22.90956/-43.17258,Q16495239,Q11472,Q71989864,014AM005032,Q172984,55.8 degree,23.5 centimetre,17.3 centimetre,17265
,,Morro do Castelo,Fotografia de Augusto Malta,1922-01-31,Q155,-22.908395/-43.172862,Q16495239,Q11472,Q71989864,014AM005033,Q172984,54.8 degree,23.5 centimetre,17.3 centimetre,78638
,,Morro do Castelo,Fotografia de Augusto Malta,1922-10-24,Q155,-22.907939/-43.172558,Q16495239,Q11472,Q71989864,014AM005034,Q172984,57.8 degree,23.5 centimetre,17.3 centimetre,78639
,,Fachada do Hotel Copacabana Palace,Fotografia de Augusto Malta,1925-07-05,Q155,-22.96777/-43.17922,Q16495239,Q11472,Q71989864,014AM006001,Q172984,51.4 degree,23.5 centimetre,17.5 centimetre,78658
,,"Rua Furquim Werneck, atual Rua Xavier da Silveira",Fotografia de Augusto Malta,,Q155,-22.976802/-43.19086,Q16495239,Q11472,Q71989864,014AM006002,Q172984,50.0 degree,23.5 centimetre,17.5 centimetre,78662
,,"Rua Furquim Werneck, atual rua Xavier da Silveira",Fotografia de Augusto Malta,,Q155,-22.976752/-43.191757,Q16495239,Q11472,Q71989864,014AM006003,Q172984,50.0 degree,23.5 centimetre,17.5 centimetre,78661
,,Vista do bairro de Copacabana,Fotografia de Augusto Malta,,Q155,-22.962587/-43.172413,Q16495239,Q11472,Q71989864,014AM006004,Q172984,43.8 degree,23.5 centimetre,17.5 centimetre,78664
,,Avenida Atlântica,Fotografia de Augusto Malta,1919-06-16,Q155,-22.962392/-43.166474,Q16495239,Q11472,Q71989864,014AM006005,Q172984,48.4 degree,23.5 centimetre,17.5 centimetre,78660
,,Praia de Copacabana,Fotografia de Augusto Malta,1918-03-11,Q155,-22.963534/-43.16903,Q16495239,Q11472,Q71989864,014AM006006,Q172984,48.4 degree,23.5 centimetre,17.5 centimetre,78663
,,Vista do bairro de Copacabana,Fotografia de Augusto Malta,,Q155,-22.961029/-43.178917,Q16495239,Q11472,Q71989864,014AM006007,Q172984,49.2 degree,23.5 centimetre,17.5 centimetre,78659
,,Bairro de Copacabana,Fotografia de Augusto Malta,1918-03-11,Q155,-22.963387/-43.168023,Q16495239,Q11472,Q71989864,014AM006008,Q172984,48.6 degree,23.5 centimetre,17.5 centimetre,78666
,,Avenida Atlântica,Fotografia de Augusto Malta,,Q155,-22.980116/-43.189661,Q16495239,Q11472,Q71989864,014AM006009,Q172984,50.0 degree,23.5 centimetre,17.5 centimetre,78667
,,"Avenida Atlântica, ao fundo o Hotel Copacabana Palace",Fotografia de Augusto Malta,,Q155,-22.970479/-43.18298400000001,Q16495239,Q11472,Q71989864,014AM006010,Q172984,50.0 degree,23.5 centimetre,17.5 centimetre,78668
,,Avenida Atlântica,Fotografia de Augusto Malta,1919-06-16,Q155,-22.965606/-43.174416,Q16495239,Q11472,Q71989864,014AM006011,Q172984,35.2 degree,23.5 centimetre,17.5 centimetre,78665
,,Desfile das grandes sociedades carnavalescas,Fotografia de Augusto Malta,,Q155,-22.902872/-43.178431,Q16495239,FOTOGRAFIA,Q71989864,014AM007001,Q172984,59.0 degree,29.9 centimetre,16.9 centimetre,18171
,,Carnaval na Avenida Rio Branco,Fotografia de Augusto Malta,,Q155,-22.903141/-43.178424,Q16495239,FOTOGRAFIA,Q71989864,014AM007005,Q172984,55.0 degree,23.1 centimetre,17.2 centimetre,17018
,,Ressaca em frente ao Passeio Público,Fotografia de Augusto Malta,1921-07-14,Q155,-22.913641/-43.17491500000001,Q16495239,Q11472,Q71989864,014AM008001,Q172984,54.2 degree,23.1 centimetre,17.4 centimetre,17019
,,Ressaca na praia do Flamengo,Fotografia de Augusto Malta,,Q155,-22.937305/-43.17352,Q16495239,Q11472,Q71989864,014AM008002,Q172984,57.4 degree,24.2 centimetre,16.4 centimetre,17020
,,Ressaca na praia de Botafogo,Fotografia de Augusto Malta,1923-07-26,Q155,-22.935165/-43.174341,Q16495239,Q11472,Q71989864,014AM008003,Q172984,49.6 degree,22.9 centimetre,17.2 centimetre,17021
,,"Rua Chile, atual Rua da Ajuda",Fotografia de Augusto Malta,1928-08-14,Q155,-22.906835/-43.176705,Q16495239,Q11472,Q71989864,014AM010001,Q172984,50.0 degree,24.0 centimetre,17.4 centimetre,78671
,,Rua Riachuelo,Fotografia de Augusto Malta,1928-08-24,Q155,-22.914502/-43.184355,Q16495239,Q11472,Q71989864,014AM010002,Q172984,50.0 degree,23.2 centimetre,17.3 centimetre,17023
,,Rua da Misericórdia,Fotografia de Augusto Malta,1928-08-14,Q155,-22.905864/-43.171594,Q16495239,Q11472,Q71989864,014AM010003,Q172984,57.0 degree,24.0 centimetre,17.4 centimetre,78673
,,Ponte no Canal do Mangue,Fotografia de Augusto Malta,,Q155,-22.910149/-43.20627,Q16495239,Q11472,Q71989864,014AM010004,Q172984,54.0 degree,23.2 centimetre,17.3 centimetre,78672
,,Ponte sobre o Rio Faria,Fotografia de Augusto Malta,1928-09-09,Q155,-22.886642/-43.288972,Q16495239,Q11472,Q71989864,014AM010005,Q172984,50.0 degree,24.0 centimetre,17.4 centimetre,78670
,,"Rua Chile, atual Rua da Ajuda",Fotografia de Augusto Malta,1928-08-07,Q155,-22.906023/-43.176653,Q16495239,Q11472,Q71989864,014AM010008,Q172984,51.4 degree,24.0 centimetre,17.4 centimetre,78675
,,Rua Frei Caneca,Fotografia de Augusto Malta,1926-03-05,Q155,-22.908936/-43.18841,Q16495239,Q11472,Q71989864,014AM010009,Q172984,50.0 degree,23.1 centimetre,17.1 centimetre,17024
,,Mudança de calçamento na rua dos Arcos,Fotografia de Augusto Malta,1928-08-24,Q155,-22.91192/-43.181862,Q16495239,Q11472,Q71989864,014AM010011,Q172984,50.0 degree,23.2 centimetre,17.4 centimetre,17025
,,Praia de Botafogo tomada do Pão de Açúcar,Fotografia de Augusto Malta,,Q155,-22.949498/-43.156399,Q16495239,Q11472,Q71989864,014AM010012,Q172984,42.4 degree,23.9 centimetre,17.9 centimetre,78609
,,Rua da Misericórdia,Fotografia de Augusto Malta,1928-08-07,Q155,-22.905079/-43.173914,Q16495239,Q11472,Q71989864,014AM010013,Q172984,50.0 degree,24.0 centimetre,17.4 centimetre,78677
,,Rua da Misericórdia,Fotografia de Augusto Malta,1928-08-14,Q155,-22.905553/-43.173008,Q16495239,Q11472,Q71989864,014AM010014,Q172984,50.0 degree,24.0 centimetre,17.4 centimetre,78678
,,Obra para instalação de trilhos na rua de Santana,Fotografia de Augusto Malta,1928-10-23,Q155,-22.911143/-43.19292100000001,Q16495239,Q11472,Q71989864,014AM010015,Q172984,42.2 degree,17.5 centimetre,23.5 centimetre,17026
,,Obra na rua dos Arcos,Fotografia de Augusto Malta,1928-08-24,Q155,-22.912733/-43.180148,Q16495239,Q11472,Q71989864,014AM010016,Q172984,56.0 degree,23.3 centimetre,17.4 centimetre,17027
,,Rua da Misericórdia,Fotografia de Augusto Malta,1928-08-21,Q155,-22.905886/-43.171316,Q16495239,Q11472,Q71989864,014AM010017,Q172984,38.0 degree,24.0 centimetre,17.4 centimetre,78676
,,"Rua Chile, atual Rua da Ajuda",Fotografia de Augusto Malta,1928-08-07,Q155,-22.906016/-43.176624,Q16495239,Q11472,Q71989864,014AM010019,Q172984,50.0 degree,24.0 centimetre,17.4 centimetre,78679
,,Calçamento da rua da Alfândega,Fotografia de Augusto Malta,1928-09-14,Q155,-22.903605/-43.183579,Q16495239,Q11472,Q71989864,014AM010020,Q172984,50.0 degree,17.4 centimetre,23.2 centimetre,17028
,,Rua da Misericórdia,Fotografia de Augusto Malta,1928-04-24,Q155,-22.905287/-43.173371,Q16495239,Q11472,Q71989864,014AM010021,Q172984,50.0 degree,23.3 centimetre,17.4 centimetre,78616
,,Vista do Largo de São Domingos,Fotografia de Augusto Malta,,Q155,-22.903739/-43.183917,Q16495239,Q11472,Q71989864,014AM012001,Q172984,50.0 degree,24.0 centimetre,18.0 centimetre,17080
,,Rua Voluntários da Pátria,Fotografia de Augusto Malta,,Q155,-22.952857/-43.18823,Q16495239,Q11472,Q71989864,014AM012005,Q172984,50.0 degree,24.0 centimetre,18.0 centimetre,17266
,,"Arsenal da Marinha, antigo Arsenal de Guerra",Fotografia de Augusto Malta,1919-07-02,Q155,-22.906067/-43.167939,Q16495239,Q11472,Q71989864,014AM012006,Q172984,50.0 degree,24.0 centimetre,18.0 centimetre,78680
,,Rua da Misericórdia,Fotografia de Augusto Malta,1921-05-01,Q155,-22.906144/-43.170197,Q16495239,Q11472,Q71989864,014AM012007,Q172984,50.0 degree,24.0 centimetre,18.0 centimetre,78683
,,"Rua da Imperatriz, atual Avenida Passos, na altura da avenida Marechal Floriano",Fotografia de Augusto Malta,,Q155,-22.90171/-43.184415,Q16495239,Q11472,Q71989864,014AM012008,Q172984,36.4 degree,24.5 centimetre,18.1 centimetre,17132
,,"Edifício do Ministério da Agricultura, projetado por Morales de Los Rios",Fotografia de Augusto Malta,,Q155,-22.905238/-43.170479,Q16495239,FOTOGRAFIA,Q71989864,014AM012010,Q172984,57.0 degree,24.0 centimetre,18.0 centimetre,17267
,,"Comércio na Avenida Central, atual Rio Branco, com destaque para o Bazar de Stamboul",Fotografia de Augusto Malta,1926-04-11,Q155,-22.95536/-43.215531,Q16495239,Q11472,Q71989864,014AM012011,Q172984,50.0 degree,18.0 centimetre,24.0 centimetre,17268
,,"Hospital São Zacharias; à direita, igreja de Santo Inácio ou dos Jesuítas",Fotografia de Augusto Malta,,Q155,-22.906395/-43.1729,Q16495239,Q11472,Q71989864,014AM012012,Q172984,49.0 degree,23.2 centimetre,17.1 centimetre,17133
,,"Aterro do Flamengo visto da Lapa, na altura do Passeio Público",Fotografia de Augusto Malta,1925-03-15,Q155,-22.938634/-43.172083,Q16495239,Q11472,Q71989864,014AM012013,Q172984,50.0 degree,23 centimetre,17.2 centimetre,78681
,,"Esquina da rua da Alfândega com rua José Maurício, atual rua Thomé de Souza",Fotografia de Augusto Malta,,Q155,-22.905142/-43.186288,Q16495239,Q11472,Q71989864,014AM012014,Q172984,50.0 degree,23.9 centimetre,18.0 centimetre,17134
,,Vista da Praça Marechal Floriano,Fotografia de Augusto Malta,,Q155,-22.910756/-43.17527000000001,Q16495239,Q11472,Q71989864,014AM012016,Q172984,50.0 degree,24.2 centimetre,17.9 centimetre,78622
,,Vista da Praça Marechal Floriano,Fotografia de Augusto Malta,,Q155,-22.909243/-43.17566,Q16495239,Q11472,Q71989864,014AM012017,Q172984,60.6 degree,23.5 centimetre,17.4 centimetre,78621
,,"Terreno da rua General Polidoro, entre os números 181 e 185",Fotografia de Augusto Malta,,Q155,-22.95623/-43.186028,Q16495239,Q11472,Q71989864,014AM012018,Q172984,50.0 degree,23.6 centimetre,17.3 centimetre,78682
,,Visita do Dr. Frontin a rua Barão de Cotegipe,Fotografia de Augusto Malta,1919-03-18,Q155,-22.91743/-43.251394,Q16495239,Q11472,Q71989864,014AM012019,Q172984,60.0 degree,24.0 centimetre,18.0 centimetre,78684
,,Demolição do chafariz da Carioca,Fotografia de Augusto Malta,1926-03-13,Q155,-22.907165/-43.178027,Q16495239,Q11472,Q71989864,014AM012022,Q172984,45.8 degree,23.2 centimetre,17.2 centimetre,17269
,,Avenida Mem de Sá,Fotografia de Augusto Malta,1914-08-20,Q155,-22.912431/-43.18561,Q16495239,Q11472,Q71989864,014AM012023,Q172984,59.6 degree,23.4 centimetre,17.4 centimetre,78619
,,Armazém Caravella na rua Catumbi,Fotografia de Augusto Malta,1922-08-23,Q155,-22.915745/-43.195755,Q16495239,Q11472,Q71989864,014AM012024,Q172984,50.0 degree,22.9 centimetre,16.9 centimetre,17135
,,"Comércio na rua Chile, atual avenida Chile, destaque para a Le Mobilier Tapeçarias e Móveis",Fotografia de Augusto Malta,,Q155,-22.906941/-43.176683,Q16495239,Q11472,Q71989864,014AM012025,Q172984,60.0 degree,18.1 centimetre,24.1 centimetre,17136
,,Rua Marechal Floriano Peixoto,Fotografia de Augusto Malta,,Q155,-22.902983/-43.18716,Q16495239,Q11472,Q71989864,014AM012027,Q172984,79.0 degree,23.2 centimetre,17.3 centimetre,17137
,,Praia de Botafogo,Fotografia de Augusto Malta,,Q155,-22.951326/-43.180535,Q16495239,Q11472,Q71989864,014AM012029,Q172984,42.2 degree,23.9 centimetre,17.9 centimetre,17138
,,Rua Santa Luzia,Fotografia de Augusto Malta,1915-03-19,Q155,-22.910837/-43.174177,Q16495239,Q11472,Q71989864,014AM012030,Q172984,50.0 degree,23.8 centimetre,17.2 centimetre,17139
,,Rua dos Arcos,Fotografia de Augusto Malta,,Q155,-22.913535/-43.180523,Q16495239,Q11472,Q71989864,014AM012031,Q172984,50.0 degree,24.0 centimetre,18.1 centimetre,17140
,,Fachada da Casa Colombo,Fotografia de Augusto Malta,1926-11-18,Q155,-22.905332/-43.178852,Q16495239,Q11472,Q71989864,014AM012032,Q172984,50.0 degree,18.2 centimetre,24.0 centimetre,76246
,,Avenida Rio Branco (antiga Avenida Central),Fotografia de Augusto Malta,1925-03-28,Q155,-22.907989/-43.176578000000006,Q16495239,Q11472,Q71989864,014AM012033,Q172984,53.8 degree,23.4 centimetre,17.3 centimetre,17141
,,Fachada do Teatro Municipal,Fotografia de Augusto Malta,,Q155,-22.909639/-43.175844,Q16495239,Q11472,Q71989864,014AM012034,Q172984,61.0 degree,23.5 centimetre,17.7 centimetre,17142
,,Bonde na rua do Catete,Fotografia de Augusto Malta,,Q155,-22.925813/-43.176623,Q16495239,Q11472,Q71989864,014AM012035,Q172984,50.0 degree,23.4 centimetre,17.6 centimetre,17143
,,Praça Duque de Caxias,Fotografia de Augusto Malta,,Q155,-22.931314/-43.179616,Q16495239,Q11472,Q71989864,014AM012036,Q172984,50.0 degree,23.1 centimetre,17.3 centimetre,78618
,,"Praça Vinte e Oito de Setembro, atual Praça Mauá",Fotografia de Augusto Malta,,Q155,-22.896076/-43.181354,Q16495239,Q11472,Q71989864,014AM012037,Q172984,50.0 degree,23.9 centimetre,18.0 centimetre,17144
,,Mercado de Flores,Fotografia de Augusto Malta,,Q155,-22.903208/-43.17995300000001,Q16495239,Q11472,Q71989864,014AM012038,Q172984,67.2 degree,24.0 centimetre,18.1 centimetre,17145
,,Rua das Marrecas,Fotografia de Augusto Malta,,Q155,-22.9128/-43.17745,Q16495239,Q11472,Q71989864,014AM012040,Q172984,46.4 degree,23.3 centimetre,17.3 centimetre,78685
,,"Cadeia Velha, que deu lugar ao atual Palácio Tiradentes, sede da Assembleia Legislativa do Estado",Fotografia de Augusto Malta,1919-09-01,Q155,-22.904507/-43.174318,Q16495239,Q11472,Q71989864,014AM012041,Q172984,50.0 degree,24.1 centimetre,18.1 centimetre,17146
,,"Praia de Botafogo, com igreja Nossa Senhora da Conceição ao fundo",Fotografia de Augusto Malta,,Q155,-22.941427/-43.178866,Q16495239,Q11472,Q71989864,014AM012042,Q172984,48.4 degree,23.0 centimetre,17.2 centimetre,78686
,,Monumento em homenagem a Duque de Caxias,Fotografia de Augusto Malta,,Q155,-22.930936/-43.178544,Q16495239,Q11472,Q71989864,014AM012043,Q172984,36.0 degree,17.7 centimetre,23.3 centimetre,78687
,,Rua do Senado,Fotografia de Augusto Malta,1929-01-26,Q155,-22.911421/-43.191295,Q16495239,Q11472,Q71989864,014AM012044,Q172984,55.2 degree,23.2 centimetre,17.4 centimetre,17147
,,"Vista da Avenida Passos com o Teatro São Pedro de Alcântara, atual Teatro João Caetano",Fotografia de Augusto Malta,,Q155,-22.905644/-43.18273,Q16495239,Q11472,Q71989864,014AM012045,Q172984,56.6 degree,24 centimetre,18 centimetre,78620
,,"Rua do Hospício, atual rua Buenos Aires, no Centro",Fotografia de Augusto Malta,,Q155,-22.905742/-43.18616,Q16495239,Q11472,Q71989864,014AM012047,Q172984,50.0 degree,23.4 centimetre,17.8 centimetre,17148
